val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,train_auroc
0.3746322989463806,0.75,0.5,0.0,0.0,0,35,,
,,,,,0,35,0.3746322989463806,0.5
0.37974387407302856,0.75,0.5,0.0,0.0,1,71,,
,,,,,1,71,0.37974387407302856,0.5
0.3744624853134155,0.75,0.5,0.0,0.0,2,107,,
,,,,,2,107,0.3744624853134155,0.5
0.37429070472717285,0.75,0.5,0.0,0.0,3,143,,
,,,,,3,143,0.37429070472717285,0.5
0.37433552742004395,0.75,0.5,0.0,0.0,4,179,,
,,,,,4,179,0.37433552742004395,0.5
0.3743109107017517,0.75,0.5,0.0,0.0,5,215,,
,,,,,5,215,0.3743109107017517,0.5
0.37429162859916687,0.75,0.5,0.0,0.0,6,251,,
,,,,,6,251,0.37429162859916687,0.5
0.37453728914260864,0.75,0.5,0.0,0.0,7,287,,
,,,,,7,287,0.37453728914260864,0.5
0.37436527013778687,0.75,0.5,0.0,0.0,8,323,,
,,,,,8,323,0.37436527013778687,0.5
0.37461817264556885,0.75,0.5,0.0,0.0,9,359,,
,,,,,9,359,0.37461817264556885,0.5
0.3744262158870697,0.75,0.5,0.0,0.0,10,395,,
,,,,,10,395,0.3744262158870697,0.5
0.37444207072257996,0.75,0.5,0.0,0.0,11,431,,
,,,,,11,431,0.37444207072257996,0.5
0.37457025051116943,0.75,0.5,0.0,0.0,12,467,,
,,,,,12,467,0.37457025051116943,0.5
0.37432345747947693,0.75,0.5,0.0,0.0,13,503,,
,,,,,13,503,0.37432345747947693,0.5
0.3746754825115204,0.75,0.5,0.0,0.0,14,539,,
