val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step
0.38797980546951294,0.75,0.4322916567325592,0.0,0.0,0,8
0.6038991212844849,0.75,0.5833333134651184,0.0,0.0,1,17
0.4480006694793701,0.75,0.3958333432674408,0.0,0.0,2,26
0.38422298431396484,0.75,0.390625,0.0,0.0,3,35
0.3745734691619873,0.75,0.5104166269302368,0.0,0.0,4,44
0.3756837546825409,0.75,0.5416666865348816,0.0,0.0,5,53
0.37617936730384827,0.75,0.4375,0.0,0.0,6,62
0.37806010246276855,0.75,0.3697916865348816,0.0,0.0,7,71
0.37480366230010986,0.75,0.3854166865348816,0.0,0.0,8,80
0.37727299332618713,0.75,0.3020833134651184,0.0,0.0,9,89
0.37551021575927734,0.75,0.265625,0.0,0.0,10,98
0.3808414936065674,0.75,0.3802083134651184,0.0,0.0,11,107
0.3833533227443695,0.75,0.3385416865348816,0.0,0.0,12,116
0.3762235641479492,0.75,0.4010416567325592,0.0,0.0,13,125
0.37626004219055176,0.75,0.28125,0.0,0.0,14,134
0.37621191143989563,0.75,0.3489583134651184,0.0,0.0,15,143
0.3746342062950134,0.75,0.4374999701976776,0.0,0.0,16,152
