val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step
0.3961467444896698,0.75,0.5937500596046448,0.0,0.0,0,8
0.40567106008529663,0.75,0.6197916865348816,0.0,0.0,1,17
0.4387916028499603,0.75,0.5729166865348816,0.0,0.0,2,26
0.3909382224082947,0.75,0.578125,0.0,0.0,3,35
0.3961490988731384,0.75,0.5885416865348816,0.0,0.0,4,44
0.38796815276145935,0.75,0.5885416865348816,0.0,0.0,5,53
0.3751828074455261,0.75,0.5833333134651184,0.0,0.0,6,62
0.3752565383911133,0.75,0.5572916269302368,0.0,0.0,7,71
0.37266528606414795,0.75,0.5416666269302368,0.0,0.0,8,80
0.379375159740448,0.75,0.5416666269302368,0.0,0.0,9,89
0.3723597824573517,0.75,0.53125,0.0,0.0,10,98
0.377291738986969,0.75,0.4895833432674408,0.0,0.0,11,107
0.3744109272956848,0.75,0.4531249701976776,0.0,0.0,12,116
0.3729169964790344,0.75,0.4479166567325592,0.0,0.0,13,125
0.37823882699012756,0.75,0.4479166567325592,0.0,0.0,14,134
0.3691383898258209,0.75,0.4427083432674408,0.0,0.0,15,143
0.3690358102321625,0.75,0.4375,0.0,0.0,16,152
