val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step
0.37718531489372253,0.75,0.5885416865348816,0.0,0.0,0,35
0.38378286361694336,0.75,0.5885416865348816,0.0,0.0,1,71
0.4313369691371918,0.75,0.578125,0.0,0.0,2,107
0.3772340714931488,0.75,0.5729166865348816,0.0,0.0,3,143
0.37477341294288635,0.75,0.578125,0.0,0.0,4,179
0.3761470317840576,0.75,0.5677083134651184,0.0,0.0,5,215
0.3754318058490753,0.75,0.5572916269302368,0.0,0.0,6,251
0.37272465229034424,0.75,0.5572916865348816,0.0,0.0,7,287
0.3715507388114929,0.75,0.5208333134651184,0.0,0.0,8,323
0.3728392720222473,0.75,0.4791666567325592,0.0,0.0,9,359
0.37083810567855835,0.75,0.4947916269302368,0.0,0.0,10,395
0.3661256730556488,0.75,0.3854166567325592,0.0,0.0,11,431
0.37309688329696655,0.75,0.3645833134651184,0.0,0.0,12,467
0.3659932613372803,0.75,0.3333333432674408,0.0,0.0,13,503
0.36243999004364014,0.75,0.3125,0.0,0.0,14,539
0.3637790381908417,0.75,0.3333333730697632,0.0,0.0,15,575
