val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step
0.3862747251987457,0.75,0.578125,0.0,0.0,0,17
0.37615764141082764,0.75,0.5677083134651184,0.0,0.0,1,35
0.4854118227958679,0.75,0.5520833134651184,0.0,0.0,2,53
0.3758707046508789,0.75,0.4947916865348816,0.0,0.0,3,71
0.3759889006614685,0.75,0.3854166567325592,0.0,0.0,4,89
0.3743003308773041,0.75,0.421875,0.0,0.0,5,107
0.3774701952934265,0.75,0.4322916567325592,0.0,0.0,6,125
0.3775450885295868,0.75,0.4166666865348816,0.0,0.0,7,143
0.3749125003814697,0.75,0.4375,0.0,0.0,8,161
0.37908339500427246,0.75,0.4114583432674408,0.0,0.0,9,179
0.37822437286376953,0.75,0.4765625,0.0,0.0,10,197
0.380001425743103,0.75,0.4739583134651184,0.0,0.0,11,215
0.3762291967868805,0.75,0.4479166567325592,0.0,0.0,12,233
0.37477225065231323,0.75,0.40625,0.0,0.0,13,251
0.37705713510513306,0.75,0.4192708134651184,0.0,0.0,14,269
0.3742602467536926,0.75,0.5416666865348816,0.0,0.0,15,287
