val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,train_auroc,test_accuracy,test_auroc,test_precision,test_recall
0.3797150254249573,0.75,0.5,0.0,0.0,0,35,,,,,,
,,,,,0,35,0.5181330442428589,0.48386991024017334,,,,
0.373492568731308,0.75,0.5,0.0,0.0,1,71,,,,,,
,,,,,1,71,0.39345401525497437,0.5025486350059509,,,,
0.3803061842918396,0.75,0.5,0.0,0.0,2,107,,,,,,
,,,,,2,107,0.39812105894088745,0.5,,,,
0.3585253953933716,0.75,0.5,0.0,0.0,3,143,,,,,,
,,,,,3,143,0.403806209564209,0.49540576338768005,,,,
0.8322094082832336,0.3125,0.2916666567325592,0.1111111119389534,0.25,4,179,,,,,,
,,,,,4,179,0.3807956874370575,0.5167337656021118,,,,
0.40637028217315674,0.6875,0.5,0.25,0.125,5,215,,,,,,
,,,,,5,215,0.41010671854019165,0.4929577112197876,,,,
0.7317661046981812,0.75,0.5,0.0,0.0,6,251,,,,,,
,,,,,6,251,0.3902615010738373,0.5,,,,
0.4529303312301636,0.75,0.5,0.0,0.0,7,287,,,,,,
,,,,,7,287,0.3799830973148346,0.5,,,,
0.3727431893348694,0.75,0.5,0.0,0.0,8,323,,,,,,
,,,,,8,323,0.3806885778903961,0.5,,,,
0.37311702966690063,0.75,0.5,0.0,0.0,9,359,,,,,,
,,,,,9,359,0.3790937066078186,0.5,,,,
0.3652186095714569,0.75,0.5,0.0,0.0,10,395,,,,,,
,,,,,10,395,0.3777357339859009,0.5,,,,
0.374231219291687,0.75,0.5,0.0,0.0,11,431,,,,,,
,,,,,11,431,0.37826696038246155,0.5,,,,
0.39414533972740173,0.75,0.5,0.0,0.0,12,467,,,,,,
,,,,,12,467,0.37921926379203796,0.5,,,,
0.44992595911026,0.75,0.5,0.0,0.0,13,503,,,,,,
,,,,,13,503,0.3719813823699951,0.5,,,,
0.38054558634757996,0.75,0.5,0.0,0.0,14,539,,,,,,
,,,,,14,539,0.40318402647972107,0.5001005530357361,,,,
0.39780867099761963,0.75,0.5,0.0,0.0,15,575,,,,,,
,,,,,15,575,0.37976574897766113,0.5,,,,
,,,,,16,576,,,0.746835470199585,0.5,0.0,0.0
,,,,,16,576,,,0.746835470199585,0.5,0.0,0.0
,,,,,16,576,,,0.746835470199585,0.5,0.0,0.0
