val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,train_auroc,test_accuracy,test_auroc,test_precision,test_recall
0.40686479210853577,0.75,0.5,0.0,0.0,0,4,,,,,,
,,,,,0,4,0.4435495436191559,0.5010060667991638,,,,
0.38436251878738403,0.75,0.5,0.0,0.0,1,9,,,,,,
,,,,,1,9,0.39010706543922424,0.5,,,,
0.37805765867233276,0.75,0.5,0.0,0.0,2,14,,,,,,
,,,,,2,14,0.392183780670166,0.5,,,,
0.37436944246292114,0.75,0.5,0.0,0.0,3,19,,,,,,
,,,,,3,19,0.3726770579814911,0.5,,,,
0.3751830458641052,0.75,0.5,0.0,0.0,4,24,,,,,,
,,,,,4,24,0.3762649595737457,0.5,,,,
0.37377825379371643,0.75,0.5,0.0,0.0,5,29,,,,,,
,,,,,5,29,0.3762684762477875,0.5,,,,
0.3728231191635132,0.75,0.5,0.0,0.0,6,34,,,,,,
,,,,,6,34,0.3725741505622864,0.5,,,,
0.373447984457016,0.75,0.5,0.0,0.0,7,39,,,,,,
,,,,,7,39,0.3742782175540924,0.5,,,,
0.3730059862136841,0.75,0.5,0.0,0.0,8,44,,,,,,
,,,,,8,44,0.37485992908477783,0.5,,,,
0.37336379289627075,0.75,0.5,0.0,0.0,9,49,,,,,,
,,,,,9,49,0.3769412040710449,0.5,,,,
0.37293741106987,0.75,0.5,0.0,0.0,10,54,,,,,,
,,,,,10,54,0.37329813838005066,0.5,,,,
0.372485876083374,0.75,0.5,0.0,0.0,11,59,,,,,,
,,,,,11,59,0.3723602592945099,0.5,,,,
0.37258729338645935,0.75,0.5,0.0,0.0,12,64,,,,,,
,,,,,12,64,0.3775815963745117,0.5,,,,
0.372485488653183,0.75,0.5,0.0,0.0,13,69,,,,,,
,,,,,13,69,0.3746574819087982,0.5,,,,
0.37415820360183716,0.75,0.5,0.0,0.0,14,74,,,,,,
,,,,,14,74,0.3740222156047821,0.5,,,,
0.3723215162754059,0.75,0.5,0.0,0.0,15,79,,,,,,
,,,,,15,79,0.3763745427131653,0.5,,,,
,,,,,16,80,,,0.746835470199585,0.5,0.0,0.0
,,,,,16,80,,,0.746835470199585,0.5,0.0,0.0
,,,,,16,80,,,0.746835470199585,0.5,0.0,0.0
