val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,train_auroc,test_accuracy,test_auroc,test_precision,test_recall
0.7294109463691711,0.75,0.5,0.0,0.0,0,4,,,,,,
,,,,,0,4,210.83212280273438,0.4922199547290802,,,,
0.4583647847175598,0.75,0.5,0.0,0.0,1,9,,,,,,
,,,,,1,9,0.5666923522949219,0.4889000654220581,,,,
0.3852338194847107,0.75,0.5,0.0,0.0,2,14,,,,,,
,,,,,2,14,0.45273759961128235,0.5,,,,
0.41483110189437866,0.75,0.5,0.0,0.0,3,19,,,,,,
,,,,,3,19,0.38685956597328186,0.5,,,,
0.41427162289619446,0.75,0.5,0.0,0.0,4,24,,,,,,
,,,,,4,24,0.4037301242351532,0.5,,,,
0.42794108390808105,0.75,0.5,0.0,0.0,5,29,,,,,,
,,,,,5,29,0.4291260838508606,0.5,,,,
0.547658383846283,0.75,0.5,0.0,0.0,6,34,,,,,,
,,,,,6,34,0.3985193967819214,0.5,,,,
0.4189593493938446,0.75,0.5,0.0,0.0,7,39,,,,,,
,,,,,7,39,0.4354424774646759,0.5,,,,
0.41313087940216064,0.75,0.5,0.0,0.0,8,44,,,,,,
,,,,,8,44,0.41988763213157654,0.5,,,,
0.37401896715164185,0.75,0.5,0.0,0.0,9,49,,,,,,
,,,,,9,49,0.3990223705768585,0.5,,,,
0.37406429648399353,0.75,0.5,0.0,0.0,10,54,,,,,,
,,,,,10,54,0.3798682391643524,0.5,,,,
0.3749147653579712,0.75,0.5,0.0,0.0,11,59,,,,,,
,,,,,11,59,0.37291666865348816,0.5,,,,
0.3743177652359009,0.75,0.5,0.0,0.0,12,64,,,,,,
,,,,,12,64,0.37443163990974426,0.5,,,,
0.375760942697525,0.75,0.5,0.0,0.0,13,69,,,,,,
,,,,,13,69,0.3739015758037567,0.5,,,,
0.37666282057762146,0.75,0.5,0.0,0.0,14,74,,,,,,
,,,,,14,74,0.3734423518180847,0.5,,,,
0.3745446801185608,0.75,0.5,0.0,0.0,15,79,,,,,,
,,,,,15,79,0.36997851729393005,0.5,,,,
,,,,,16,80,,,0.746835470199585,0.5,0.0,0.0
,,,,,16,80,,,0.746835470199585,0.5,0.0,0.0
,,,,,16,80,,,0.746835470199585,0.5,0.0,0.0
