val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,train_auroc,test_accuracy,test_auroc,test_precision,test_recall
0.38946208357810974,0.75,0.5,0.0,0.0,0,119,,,,,,
,,,,,0,119,0.4381893575191498,0.5583333373069763,,,,
0.3859017789363861,0.75,0.5,0.0,0.0,1,239,,,,,,
,,,,,1,239,0.39107027649879456,0.5,,,,
0.3787083327770233,0.75,0.5,0.0,0.0,2,359,,,,,,
,,,,,2,359,0.38370847702026367,0.5,,,,
0.3781210780143738,0.75,0.5,0.0,0.0,3,479,,,,,,
,,,,,3,479,0.39291396737098694,0.5,,,,
0.37947583198547363,0.75,0.5,0.0,0.0,4,599,,,,,,
,,,,,4,599,0.38385117053985596,0.5,,,,
0.39338821172714233,0.75,0.5,0.0,0.0,5,719,,,,,,
,,,,,5,719,0.39345699548721313,0.5,,,,
0.37848415970802307,0.75,0.5,0.0,0.0,6,839,,,,,,
,,,,,6,839,0.3908914029598236,0.5,,,,
0.393917053937912,0.75,0.5,0.0,0.0,7,959,,,,,,
,,,,,7,959,0.39856693148612976,0.5,,,,
0.38123899698257446,0.75,0.5,0.0,0.0,8,1079,,,,,,
,,,,,8,1079,0.38908594846725464,0.5,,,,
0.39992257952690125,0.75,0.5,0.0,0.0,9,1199,,,,,,
,,,,,9,1199,0.3940719664096832,0.5,,,,
0.3910263478755951,0.75,0.5,0.0,0.0,10,1319,,,,,,
,,,,,10,1319,0.3904381990432739,0.5,,,,
0.390529066324234,0.75,0.5,0.0,0.0,11,1439,,,,,,
,,,,,11,1439,0.3872511684894562,0.5,,,,
0.3939685523509979,0.75,0.5,0.0,0.0,12,1559,,,,,,
,,,,,12,1559,0.383768767118454,0.5,,,,
0.3892918527126312,0.75,0.5,0.0,0.0,13,1679,,,,,,
,,,,,13,1679,0.3855201005935669,0.5,,,,
0.38336125016212463,0.75,0.5,0.0,0.0,14,1799,,,,,,
,,,,,14,1799,0.3839573562145233,0.5,,,,
0.3818344175815582,0.75,0.5,0.0,0.0,15,1919,,,,,,
,,,,,15,1919,0.38111913204193115,0.5,,,,
,,,,,16,1920,,,0.75,0.5,0.0,0.0
,,,,,16,1920,,,0.75,0.5,0.0,0.0
,,,,,16,1920,,,0.75,0.5,0.0,0.0
