val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step
0.5133198499679565,0.25,0.6145833134651184,0.25,1.0,0,8
0.3865566849708557,0.75,0.3958333432674408,0.0,0.0,1,17
0.37431490421295166,0.75,0.453125,0.0,0.0,2,26
0.37503963708877563,0.75,0.4427083730697632,0.0,0.0,3,35
0.37496137619018555,0.75,0.5052083134651184,0.0,0.0,4,44
0.37448418140411377,0.75,0.5208333730697632,0.0,0.0,5,53
0.3748781979084015,0.75,0.4947916567325592,0.0,0.0,6,62
0.37488991022109985,0.75,0.4427083432674408,0.0,0.0,7,71
0.37458646297454834,0.75,0.4270833432674408,0.0,0.0,8,80
0.37459123134613037,0.75,0.4375,0.0,0.0,9,89
0.3760942816734314,0.75,0.4375000298023224,0.0,0.0,10,98
0.37455007433891296,0.75,0.375,0.0,0.0,11,107
0.3753889501094818,0.75,0.40625,0.0,0.0,12,116
0.37688249349594116,0.75,0.4114583134651184,0.0,0.0,13,125
0.3753143548965454,0.75,0.484375,0.0,0.0,14,134
0.3755776882171631,0.75,0.421875,0.0,0.0,15,143
