val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.41400885581970215,0.75,0.5,0.0,0.0,0,17,,,,,
,,,,,0,17,0.4072813391685486,,,,
0.4193781018257141,0.75,0.5,0.0,0.0,1,35,,,,,
,,,,,1,35,0.3726249635219574,,,,
0.5899615287780762,0.75,0.5,0.0,0.0,2,53,,,,,
,,,,,2,53,0.3712778091430664,,,,
0.46145814657211304,0.75,0.5,0.0,0.0,3,71,,,,,
,,,,,3,71,0.3667242228984833,,,,
0.6122298240661621,0.65625,0.5625,0.3333333432674408,0.375,4,89,,,,,
,,,,,4,89,0.36412543058395386,,,,
0.5758948922157288,0.4375,0.5,0.25,0.625,5,107,,,,,
,,,,,5,107,0.3648001253604889,,,,
0.4128740429878235,0.65625,0.4375,0.0,0.0,6,125,,,,,
,,,,,6,125,0.3730789124965668,,,,
0.5886760950088501,0.5,0.5416666269302368,0.2777777910232544,0.625,7,143,,,,,
,,,,,7,143,0.34574514627456665,,,,
1.8792685270309448,0.25,0.5,0.25,1.0,8,161,,,,,
,,,,,8,161,0.33511418104171753,,,,
0.7167935967445374,0.46875,0.5208333730697632,0.2631579041481018,0.625,9,179,,,,,
,,,,,9,179,0.3312053978443146,,,,
,,,,,10,180,,0.5822784900665283,0.4552631676197052,0.1818181872367859,0.21052630245685577
,,,,,10,180,,0.6835442781448364,0.4679824709892273,0.125,0.052631575614213943
,,,,,10,180,,0.3670886158943176,0.4754386246204376,0.22807016968727112,0.6842105388641357
