val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,train_auroc,test_accuracy,test_auroc,test_precision,test_recall
0.43228113651275635,0.75,0.5,0.0,0.0,0,35,,,,,,
,,,,,0,35,0.45942968130111694,0.5187457799911499,,,,
0.38168469071388245,0.75,0.5,0.0,0.0,1,71,,,,,,
,,,,,1,71,0.3866473138332367,0.5,,,,
0.36680877208709717,0.75,0.5,0.0,0.0,2,107,,,,,,
,,,,,2,107,0.3805101811885834,0.5,,,,
0.37285324931144714,0.75,0.5,0.0,0.0,3,143,,,,,,
,,,,,3,143,0.3692895472049713,0.5,,,,
0.3930695056915283,0.75,0.5,0.0,0.0,4,179,,,,,,
,,,,,4,179,0.36946308612823486,0.5,,,,
0.3611542880535126,0.75,0.5,0.0,0.0,5,215,,,,,,
,,,,,5,215,0.37172549962997437,0.5,,,,
0.37720656394958496,0.75,0.5,0.0,0.0,6,251,,,,,,
,,,,,6,251,0.37319546937942505,0.5,,,,
0.3911430239677429,0.75,0.5,0.0,0.0,7,287,,,,,,
,,,,,7,287,0.3644240200519562,0.5,,,,
0.3708251118659973,0.75,0.5,0.0,0.0,8,323,,,,,,
,,,,,8,323,0.3588973879814148,0.5,,,,
0.38454669713974,0.75,0.5,0.0,0.0,9,359,,,,,,
,,,,,9,359,0.36735573410987854,0.5,,,,
0.37024223804473877,0.75,0.5,0.0,0.0,10,395,,,,,,
,,,,,10,395,0.36764204502105713,0.5,,,,
0.37679004669189453,0.75,0.5,0.0,0.0,11,431,,,,,,
,,,,,11,431,0.36425280570983887,0.5,,,,
0.38202211260795593,0.75,0.5,0.0,0.0,12,467,,,,,,
,,,,,12,467,0.3626893162727356,0.5,,,,
0.37366828322410583,0.75,0.5,0.0,0.0,13,503,,,,,,
,,,,,13,503,0.3682890832424164,0.5,,,,
0.378414511680603,0.75,0.5,0.0,0.0,14,539,,,,,,
,,,,,14,539,0.36250773072242737,0.5,,,,
0.3737240731716156,0.75,0.5,0.0,0.0,15,575,,,,,,
,,,,,15,575,0.35582441091537476,0.5,,,,
,,,,,16,576,,,0.746835470199585,0.5,0.0,0.0
,,,,,16,576,,,0.746835470199585,0.5,0.0,0.0
,,,,,16,576,,,0.746835470199585,0.5,0.0,0.0
